,mod,precision,recall,f1
0,0.0,0.241,0.01370642097480521,0.025937684980896516
1,0.12003480704831034,0.186,0.010578399590513564,0.020018296292310174
2,0.15263065539688583,0.178,0.010123414661889325,0.019157294301243074
3,0.19025066795287143,0.171,0.009725302849343115,0.018403917559059353
4,0.23247762806608788,0.171,0.009725302849343115,0.018403917559059353
5,0.2644815554708778,0.153,0.008701586759938576,0.01646666307915837
6,0.28691843968312314,0.19,0.010805892054825683,0.020448797287843726
7,0.31028547500118175,0.181,0.010294034010123415,0.019480170047893236
8,0.33274688404576036,0.167,0.009497810385030996,0.0179734165635258
9,0.3536699242091042,0.162,0.009213444804640846,0.017435290319108863
10,0.38050133590574287,0.161,0.009156571688562817,0.017327665070225474
11,0.4025077950728713,0.179,0.010180287777967355,0.019264919550126457
12,0.4269737495707827,0.158,0.008985952340328727,0.01700478932357531
13,0.44903266957257576,0.164,0.009327191036796906,0.01765054081687564
14,0.4693741635370472,0.164,0.009327191036796906,0.01765054081687564
15,0.49063781346662283,0.177,0.010066541545811295,0.019049669052359684
16,0.5109058325427225,0.166,0.009440937268952966,0.017865791314642415
17,0.5352870138882623,0.175,0.009952795313655236,0.01883441855459291
18,0.5574243816997106,0.143,0.008132855599158278,0.015390410590324491
19,0.5775068217597094,0.172,0.009782175965421145,0.018511542807942743
20,0.6001740352415517,0.188,0.010692145822669624,0.020233546790076953
21,0.6205709500023635,0.173,0.009839049081499174,0.01861916805682613
22,0.64309272112562,0.159,0.009042825456406757,0.017112414572458698
23,0.6631868478803153,0.179,0.010180287777967355,0.019264919550126457
24,0.6842511816575906,0.166,0.009440937268952966,0.017865791314642415
25,0.7061219233642326,0.186,0.010578399590513564,0.020018296292310174
26,0.7281418455144397,0.166,0.009440937268952966,0.017865791314642415
27,0.7499687735280302,0.162,0.009213444804640846,0.017435290319108863
28,0.7713754498720236,0.184,0.010464653358357504,0.019803045794543398
29,0.7922192645475973,0.166,0.009440937268952966,0.017865791314642415
30,0.8124176994919969,0.158,0.008985952340328727,0.01700478932357531
31,0.8333433890784913,0.183,0.010407780242279474,0.019695420545660012
32,0.8533436082055998,0.173,0.009839049081499174,0.01861916805682613
33,0.8733881890465949,0.203,0.011545242563840073,0.021847925523327774
34,0.8934151627948574,0.188,0.010692145822669624,0.020233546790076953
35,0.9140392883291077,0.188,0.010692145822669624,0.020233546790076953
36,0.9340501846455423,0.157,0.008929079224250697,0.016897164074691922
37,0.9540807269923794,0.159,0.009042825456406757,0.017112414572458698
38,0.9776598383685113,0.176,0.010009668429733266,0.018942043803476295
39,0.9994621998241106,0.186,0.010578399590513564,0.020018296292310174
